from,to
PERSON_0000000635,PERSON_0000000403
PERSON_0000000635,PERSON_0000000468
PERSON_0000000635,PERSON_0000000096
PERSON_0000000635,PERSON_0000000543
PERSON_0000000150,PERSON_0000000621
PERSON_0000000150,PERSON_0000000678
PERSON_0000000150,PERSON_0000000703
PERSON_0000000150,PERSON_0000000787
PERSON_0000000150,PERSON_0000000946
PERSON_0000000150,PERSON_0000000821
PERSON_0000000150,PERSON_0000000929
PERSON_0000000150,PERSON_0000000955
PERSON_0000000150,PERSON_0000000593
PERSON_0000000150,PERSON_0000000806
PERSON_0000000150,PERSON_0000000592
PERSON_0000000150,PERSON_0000000936
PERSON_0000000150,PERSON_0000000556
PERSON_0000000150,PERSON_0000000188
PERSON_0000000150,PERSON_0000000557
PERSON_0000000150,PERSON_0000000255
PERSON_0000000150,PERSON_0000000256
PERSON_0000000150,PERSON_0000000153
PERSON_0000000150,PERSON_0000000322
PERSON_0000000150,PERSON_0000000461
PERSON_0000000150,PERSON_0000000496
PERSON_0000000150,PERSON_0000000505
PERSON_0000000150,PERSON_0000000284
PERSON_0000000150,PERSON_0000000149
PERSON_0000000150,PERSON_0000000078
PERSON_0000000681,PERSON_0000000699
PERSON_0000000681,PERSON_0000000731
PERSON_0000000681,PERSON_0000000746
PERSON_0000000681,PERSON_0000000774
PERSON_0000000681,PERSON_0000000831
PERSON_0000000681,PERSON_0000000968
PERSON_0000000681,PERSON_0000000084
PERSON_0000000681,PERSON_0000000606
PERSON_0000000681,PERSON_0000000394
PERSON_0000000681,PERSON_0000000172
PERSON_0000000681,PERSON_0000000318
PERSON_0000000681,PERSON_0000000090
PERSON_0000000681,PERSON_0000000238
PERSON_0000000681,PERSON_0000000180
PERSON_0000000681,PERSON_0000000118
PERSON_0000000140,PERSON_0000000617
PERSON_0000000140,PERSON_0000000699
PERSON_0000000140,PERSON_0000000736
PERSON_0000000140,PERSON_0000000992
PERSON_0000000140,PERSON_0000000917
PERSON_0000000140,PERSON_0000000951
PERSON_0000000140,PERSON_0000000882
PERSON_0000000140,PERSON_0000000501
PERSON_0000000140,PERSON_0000000395
PERSON_0000000140,PERSON_0000000326
PERSON_0000000140,PERSON_0000000320
PERSON_0000000140,PERSON_0000000313
PERSON_0000000140,PERSON_0000000244
PERSON_0000000140,PERSON_0000000216
PERSON_0000000140,PERSON_0000000174
PERSON_0000000140,PERSON_0000000471
PERSON_0000000140,PERSON_0000000064
PERSON_0000000140,PERSON_0000000083
PERSON_0000000140,PERSON_0000000017
PERSON_0000000351,PERSON_0000000872
PERSON_0000000351,PERSON_0000000859
PERSON_0000000351,PERSON_0000000785
PERSON_0000000351,PERSON_0000000711
PERSON_0000000351,PERSON_0000000761
PERSON_0000000351,PERSON_0000000555
PERSON_0000000351,PERSON_0000000383
PERSON_0000000351,PERSON_0000000639
PERSON_0000000351,PERSON_0000000526
PERSON_0000000351,PERSON_0000000508
PERSON_0000000351,PERSON_0000000144
PERSON_0000000351,PERSON_0000000107
PERSON_0000000351,PERSON_0000000223
PERSON_0000000351,PERSON_0000000214
PERSON_0000000351,PERSON_0000000064
PERSON_0000000351,PERSON_0000000131
PERSON_0000000351,PERSON_0000000222
PERSON_0000000872,PERSON_0000000878
PERSON_0000000872,PERSON_0000000896
PERSON_0000000872,PERSON_0000000922
PERSON_0000000872,PERSON_0000000951
PERSON_0000000872,PERSON_0000000349
PERSON_0000000872,PERSON_0000000198
PERSON_0000000872,PERSON_0000000363
PERSON_0000000872,PERSON_0000000461
PERSON_0000000872,PERSON_0000000260
PERSON_0000000872,PERSON_0000000646
PERSON_0000000872,PERSON_0000000196
PERSON_0000000872,PERSON_0000000476
PERSON_0000000872,PERSON_0000000250
PERSON_0000000872,PERSON_0000000695
PERSON_0000000872,PERSON_0000000764
PERSON_0000000872,PERSON_0000000247
PERSON_0000000872,PERSON_0000000606
PERSON_0000000872,PERSON_0000000330
PERSON_0000000872,PERSON_0000000351
PERSON_0000000872,PERSON_0000000481
PERSON_0000000872,PERSON_0000000639
PERSON_0000000872,PERSON_0000000367
PERSON_0000000357,PERSON_0000000823
PERSON_0000000357,PERSON_0000000804
PERSON_0000000357,PERSON_0000000734
PERSON_0000000357,PERSON_0000000730
PERSON_0000000357,PERSON_0000000682
PERSON_0000000357,PERSON_0000000591
PERSON_0000000357,PERSON_0000000715
PERSON_0000000357,PERSON_0000000462
PERSON_0000000357,PERSON_0000000457
PERSON_0000000357,PERSON_0000000413
PERSON_0000000357,PERSON_0000000395
PERSON_0000000357,PERSON_0000000392
PERSON_0000000357,PERSON_0000000511
PERSON_0000000357,PERSON_0000000079
PERSON_0000000357,PERSON_0000000219
PERSON_0000000357,PERSON_0000000182
PERSON_0000000357,PERSON_0000000329
PERSON_0000000357,PERSON_0000000005
PERSON_0000000357,PERSON_0000000230
PERSON_0000000357,PERSON_0000000119
PERSON_0000000357,PERSON_0000000342
PERSON_0000000357,PERSON_0000000111
PERSON_0000000821,PERSON_0000000885
PERSON_0000000821,PERSON_0000000915
PERSON_0000000821,PERSON_0000000996
PERSON_0000000821,PERSON_0000000508
PERSON_0000000821,PERSON_0000000743
PERSON_0000000821,PERSON_0000000539
PERSON_0000000821,PERSON_0000000366
PERSON_0000000821,PERSON_0000000445
PERSON_0000000821,PERSON_0000000804
PERSON_0000000821,PERSON_0000000735
PERSON_0000000821,PERSON_0000000209
PERSON_0000000821,PERSON_0000000452
PERSON_0000000821,PERSON_0000000241
PERSON_0000000821,PERSON_0000000453
PERSON_0000000821,PERSON_0000000121
PERSON_0000000821,PERSON_0000000037
PERSON_0000000821,PERSON_0000000165
PERSON_0000000821,PERSON_0000000597
PERSON_0000000821,PERSON_0000000150
PERSON_0000000821,PERSON_0000000068
PERSON_0000000821,PERSON_0000000197
PERSON_0000000138,PERSON_0000000644
PERSON_0000000138,PERSON_0000000917
PERSON_0000000138,PERSON_0000000901
PERSON_0000000138,PERSON_0000000758
PERSON_0000000138,PERSON_0000000713
PERSON_0000000138,PERSON_0000000676
PERSON_0000000138,PERSON_0000000524
PERSON_0000000138,PERSON_0000000904
PERSON_0000000138,PERSON_0000000485
PERSON_0000000138,PERSON_0000000457
PERSON_0000000138,PERSON_0000000370
PERSON_0000000138,PERSON_0000000339
PERSON_0000000138,PERSON_0000000182
PERSON_0000000138,PERSON_0000000181
PERSON_0000000138,PERSON_0000000143
PERSON_0000000138,PERSON_0000000492
PERSON_0000000138,PERSON_0000000030
PERSON_0000000138,PERSON_0000000074
PERSON_0000000138,PERSON_0000000052
PERSON_0000000138,PERSON_0000000056
PERSON_0000000138,PERSON_0000000038
PERSON_0000000867,PERSON_0000000912
PERSON_0000000867,PERSON_0000000926
PERSON_0000000867,PERSON_0000000955
PERSON_0000000867,PERSON_0000000645
PERSON_0000000867,PERSON_0000000090
PERSON_0000000867,PERSON_0000000014
PERSON_0000000867,PERSON_0000000127
PERSON_0000000867,PERSON_0000000694
PERSON_0000000867,PERSON_0000000817
PERSON_0000000867,PERSON_0000000669
PERSON_0000000867,PERSON_0000000596
PERSON_0000000867,PERSON_0000000712
PERSON_0000000867,PERSON_0000000083
PERSON_0000000867,PERSON_0000000107
PERSON_0000000867,PERSON_0000000270
PERSON_0000000867,PERSON_0000000064
PERSON_0000000151,PERSON_0000000538
PERSON_0000000151,PERSON_0000000982
PERSON_0000000151,PERSON_0000000890
PERSON_0000000151,PERSON_0000000881
PERSON_0000000151,PERSON_0000000851
PERSON_0000000151,PERSON_0000000705
PERSON_0000000151,PERSON_0000000633
PERSON_0000000151,PERSON_0000000596
PERSON_0000000151,PERSON_0000000585
PERSON_0000000151,PERSON_0000000555
PERSON_0000000151,PERSON_0000000476
PERSON_0000000151,PERSON_0000000440
PERSON_0000000151,PERSON_0000000444
PERSON_0000000151,PERSON_0000000156
PERSON_0000000151,PERSON_0000000465
PERSON_0000000151,PERSON_0000000220
PERSON_0000000151,PERSON_0000000227
PERSON_0000000151,PERSON_0000000194
PERSON_0000000151,PERSON_0000000300
PERSON_0000000151,PERSON_0000000389
PERSON_0000000151,PERSON_0000000399
PERSON_0000000151,PERSON_0000000285
PERSON_0000000151,PERSON_0000000029
PERSON_0000000296,PERSON_0000000918
PERSON_0000000296,PERSON_0000000917
PERSON_0000000296,PERSON_0000000835
PERSON_0000000296,PERSON_0000000834
PERSON_0000000296,PERSON_0000000752
PERSON_0000000296,PERSON_0000000491
PERSON_0000000296,PERSON_0000000715
PERSON_0000000296,PERSON_0000000495
PERSON_0000000296,PERSON_0000000427
PERSON_0000000296,PERSON_0000000303
PERSON_0000000296,PERSON_0000000740
PERSON_0000000296,PERSON_0000000236
PERSON_0000000296,PERSON_0000000164
PERSON_0000000296,PERSON_0000000199
PERSON_0000000296,PERSON_0000000157
PERSON_0000000296,PERSON_0000000015
PERSON_0000000296,PERSON_0000000041
PERSON_0000000438,PERSON_0000000959
PERSON_0000000438,PERSON_0000000517
PERSON_0000000438,PERSON_0000000943
PERSON_0000000438,PERSON_0000000493
PERSON_0000000438,PERSON_0000000505
PERSON_0000000438,PERSON_0000000315
PERSON_0000000438,PERSON_0000000298
PERSON_0000000438,PERSON_0000000156
PERSON_0000000438,PERSON_0000000043
PERSON_0000000438,PERSON_0000000343
PERSON_0000000438,PERSON_0000000301
PERSON_0000000438,PERSON_0000000157
PERSON_0000000438,PERSON_0000000426
PERSON_0000000438,PERSON_0000000225
PERSON_0000000752,PERSON_0000000767
PERSON_0000000752,PERSON_0000000885
PERSON_0000000752,PERSON_0000000546
PERSON_0000000752,PERSON_0000000046
PERSON_0000000752,PERSON_0000000386
PERSON_0000000752,PERSON_0000000055
PERSON_0000000752,PERSON_0000000063
PERSON_0000000752,PERSON_0000000099
PERSON_0000000752,PERSON_0000000440
PERSON_0000000752,PERSON_0000000296
PERSON_0000000752,PERSON_0000000502
PERSON_0000000752,PERSON_0000000309
PERSON_0000000752,PERSON_0000000011
PERSON_0000000752,PERSON_0000000188
PERSON_0000000752,PERSON_0000000331
PERSON_0000000752,PERSON_0000000428
PERSON_0000000752,PERSON_0000000278
PERSON_0000000752,PERSON_0000000001
PERSON_0000000752,PERSON_0000000051
PERSON_0000000752,PERSON_0000000433
PERSON_0000000752,PERSON_0000000200
PERSON_0000000554,PERSON_0000000783
PERSON_0000000554,PERSON_0000000852
PERSON_0000000554,PERSON_0000000979
PERSON_0000000554,PERSON_0000000398
PERSON_0000000554,PERSON_0000000324
PERSON_0000000554,PERSON_0000000400
PERSON_0000000554,PERSON_0000000443
PERSON_0000000554,PERSON_0000000464
PERSON_0000000554,PERSON_0000000149
PERSON_0000000554,PERSON_0000000299
PERSON_0000000554,PERSON_0000000228
PERSON_0000000554,PERSON_0000000005
PERSON_0000000554,PERSON_0000000256
PERSON_0000000554,PERSON_0000000057
PERSON_0000000554,PERSON_0000000099
PERSON_0000000554,PERSON_0000000255
PERSON_0000000854,PERSON_0000000875
PERSON_0000000854,PERSON_0000000913
PERSON_0000000854,PERSON_0000000919
PERSON_0000000854,PERSON_0000000953
PERSON_0000000854,PERSON_0000000748
PERSON_0000000854,PERSON_0000000393
PERSON_0000000854,PERSON_0000000409
PERSON_0000000854,PERSON_0000000687
PERSON_0000000854,PERSON_0000000030
PERSON_0000000854,PERSON_0000000313
PERSON_0000000854,PERSON_0000000851
PERSON_0000000854,PERSON_0000000279
PERSON_0000000854,PERSON_0000000699
PERSON_0000000854,PERSON_0000000774
PERSON_0000000854,PERSON_0000000425
PERSON_0000000854,PERSON_0000000718
PERSON_0000000854,PERSON_0000000371
PERSON_0000000674,PERSON_0000000974
PERSON_0000000674,PERSON_0000000679
PERSON_0000000674,PERSON_0000000685
PERSON_0000000674,PERSON_0000000739
PERSON_0000000674,PERSON_0000000771
PERSON_0000000674,PERSON_0000000790
PERSON_0000000674,PERSON_0000000817
PERSON_0000000674,PERSON_0000000829
PERSON_0000000674,PERSON_0000000863
PERSON_0000000674,PERSON_0000000900
PERSON_0000000674,PERSON_0000000925
PERSON_0000000674,PERSON_0000000950
PERSON_0000000674,PERSON_0000000390
PERSON_0000000674,PERSON_0000000573
PERSON_0000000674,PERSON_0000000431
PERSON_0000000674,PERSON_0000000299
PERSON_0000000674,PERSON_0000000265
PERSON_0000000674,PERSON_0000000352
PERSON_0000000674,PERSON_0000000366
PERSON_0000000325,PERSON_0000000943
PERSON_0000000325,PERSON_0000000899
PERSON_0000000325,PERSON_0000000798
PERSON_0000000325,PERSON_0000000761
PERSON_0000000325,PERSON_0000000606
PERSON_0000000325,PERSON_0000000501
PERSON_0000000325,PERSON_0000000448
PERSON_0000000325,PERSON_0000000424
PERSON_0000000325,PERSON_0000000345
PERSON_0000000325,PERSON_0000000515
PERSON_0000000325,PERSON_0000000100
PERSON_0000000325,PERSON_0000000012
PERSON_0000000325,PERSON_0000000082
PERSON_0000000325,PERSON_0000000303
PERSON_0000000548,PERSON_0000000606
PERSON_0000000548,PERSON_0000000644
PERSON_0000000548,PERSON_0000000702
PERSON_0000000548,PERSON_0000000783
PERSON_0000000548,PERSON_0000000830
PERSON_0000000548,PERSON_0000000832
PERSON_0000000548,PERSON_0000000941
PERSON_0000000548,PERSON_0000000276
PERSON_0000000548,PERSON_0000000426
PERSON_0000000548,PERSON_0000000013
PERSON_0000000548,PERSON_0000000001
PERSON_0000000548,PERSON_0000000116
PERSON_0000000341,PERSON_0000000890
PERSON_0000000341,PERSON_0000000835
PERSON_0000000341,PERSON_0000000777
PERSON_0000000341,PERSON_0000000551
PERSON_0000000341,PERSON_0000000924
PERSON_0000000341,PERSON_0000000773
PERSON_0000000341,PERSON_0000000899
PERSON_0000000341,PERSON_0000000768
PERSON_0000000341,PERSON_0000000372
PERSON_0000000341,PERSON_0000000677
PERSON_0000000341,PERSON_0000000659
PERSON_0000000341,PERSON_0000000646
PERSON_0000000341,PERSON_0000000620
PERSON_0000000341,PERSON_0000000583
PERSON_0000000341,PERSON_0000000535
PERSON_0000000341,PERSON_0000000720
PERSON_0000000341,PERSON_0000000041
PERSON_0000000341,PERSON_0000000132
PERSON_0000000341,PERSON_0000000310
PERSON_0000000341,PERSON_0000000024
PERSON_0000000341,PERSON_0000000126
PERSON_0000000341,PERSON_0000000335
PERSON_0000000341,PERSON_0000000160
PERSON_0000000341,PERSON_0000000044
PERSON_0000000341,PERSON_0000000180
PERSON_0000000341,PERSON_0000000004
PERSON_0000000341,PERSON_0000000095
PERSON_0000000045,PERSON_0000000947
PERSON_0000000045,PERSON_0000000831
PERSON_0000000045,PERSON_0000000739
PERSON_0000000045,PERSON_0000000689
PERSON_0000000045,PERSON_0000000686
PERSON_0000000045,PERSON_0000000988
PERSON_0000000045,PERSON_0000000422
PERSON_0000000045,PERSON_0000000390
PERSON_0000000045,PERSON_0000000322
PERSON_0000000045,PERSON_0000000310
PERSON_0000000045,PERSON_0000000261
PERSON_0000000045,PERSON_0000000656
PERSON_0000000234,PERSON_0000000982
PERSON_0000000234,PERSON_0000000876
PERSON_0000000234,PERSON_0000000831
PERSON_0000000234,PERSON_0000000822
PERSON_0000000234,PERSON_0000000748
PERSON_0000000234,PERSON_0000000660
PERSON_0000000234,PERSON_0000000583
PERSON_0000000234,PERSON_0000000556
PERSON_0000000234,PERSON_0000000518
PERSON_0000000234,PERSON_0000000514
PERSON_0000000234,PERSON_0000000412
PERSON_0000000234,PERSON_0000000610
PERSON_0000000234,PERSON_0000000220
PERSON_0000000234,PERSON_0000000225
PERSON_0000000234,PERSON_0000000061
PERSON_0000000234,PERSON_0000000218
PERSON_0000000234,PERSON_0000000081
PERSON_0000000539,PERSON_0000000845
PERSON_0000000539,PERSON_0000000821
PERSON_0000000539,PERSON_0000000987
PERSON_0000000539,PERSON_0000000984
PERSON_0000000539,PERSON_0000000769
PERSON_0000000539,PERSON_0000000740
PERSON_0000000539,PERSON_0000000690
PERSON_0000000539,PERSON_0000000590
PERSON_0000000539,PERSON_0000000573
PERSON_0000000539,PERSON_0000000557
PERSON_0000000539,PERSON_0000000485
PERSON_0000000539,PERSON_0000000440
PERSON_0000000539,PERSON_0000000104
PERSON_0000000539,PERSON_0000000161
PERSON_0000000539,PERSON_0000000282
PERSON_0000000539,PERSON_0000000168
PERSON_0000000623,PERSON_0000000769
PERSON_0000000623,PERSON_0000000993
PERSON_0000000623,PERSON_0000000829
PERSON_0000000623,PERSON_0000000824
PERSON_0000000623,PERSON_0000000754
PERSON_0000000623,PERSON_0000000628
PERSON_0000000623,PERSON_0000000732
PERSON_0000000623,PERSON_0000000676
PERSON_0000000623,PERSON_0000000639
PERSON_0000000623,PERSON_0000000744
PERSON_0000000623,PERSON_0000000054
PERSON_0000000623,PERSON_0000000191
PERSON_0000000623,PERSON_0000000176
PERSON_0000000623,PERSON_0000000621
PERSON_0000000623,PERSON_0000000185
PERSON_0000000623,PERSON_0000000493
PERSON_0000000623,PERSON_0000000317
PERSON_0000000623,PERSON_0000000393
PERSON_0000000623,PERSON_0000000340
PERSON_0000000623,PERSON_0000000047
PERSON_0000000623,PERSON_0000000041
PERSON_0000000623,PERSON_0000000442
PERSON_0000000623,PERSON_0000000576
PERSON_0000000865,PERSON_0000000915
PERSON_0000000865,PERSON_0000000916
PERSON_0000000865,PERSON_0000000917
PERSON_0000000865,PERSON_0000000143
PERSON_0000000865,PERSON_0000000511
PERSON_0000000865,PERSON_0000000186
PERSON_0000000865,PERSON_0000000177
PERSON_0000000865,PERSON_0000000031
PERSON_0000000865,PERSON_0000000093
PERSON_0000000865,PERSON_0000000639
PERSON_0000000865,PERSON_0000000809
PERSON_0000000865,PERSON_0000000649
PERSON_0000000865,PERSON_0000000141
PERSON_0000000865,PERSON_0000000090
PERSON_0000000865,PERSON_0000000507
PERSON_0000000865,PERSON_0000000048
PERSON_0000000865,PERSON_0000000165
PERSON_0000000865,PERSON_0000000805
PERSON_0000000865,PERSON_0000000625
PERSON_0000000865,PERSON_0000000104
PERSON_0000000865,PERSON_0000000524
PERSON_0000000244,PERSON_0000000981
PERSON_0000000244,PERSON_0000000954
PERSON_0000000244,PERSON_0000000901
PERSON_0000000244,PERSON_0000000828
PERSON_0000000244,PERSON_0000000660
PERSON_0000000244,PERSON_0000000636
PERSON_0000000244,PERSON_0000000585
PERSON_0000000244,PERSON_0000000573
PERSON_0000000244,PERSON_0000000511
PERSON_0000000244,PERSON_0000000415
PERSON_0000000244,PERSON_0000000306
PERSON_0000000244,PERSON_0000000295
PERSON_0000000244,PERSON_0000000247
PERSON_0000000244,PERSON_0000000563
PERSON_0000000244,PERSON_0000000195
PERSON_0000000244,PERSON_0000000216
PERSON_0000000244,PERSON_0000000170
PERSON_0000000244,PERSON_0000000071
PERSON_0000000244,PERSON_0000000140
PERSON_0000000300,PERSON_0000000935
PERSON_0000000300,PERSON_0000000990
PERSON_0000000300,PERSON_0000000989
PERSON_0000000300,PERSON_0000000972
PERSON_0000000300,PERSON_0000000928
PERSON_0000000300,PERSON_0000000445
PERSON_0000000300,PERSON_0000000633
PERSON_0000000300,PERSON_0000000695
PERSON_0000000300,PERSON_0000000420
PERSON_0000000300,PERSON_0000000393
PERSON_0000000300,PERSON_0000000365
PERSON_0000000300,PERSON_0000000151
PERSON_0000000300,PERSON_0000000077
PERSON_0000000300,PERSON_0000000011
PERSON_0000000300,PERSON_0000000111
PERSON_0000000300,PERSON_0000000165
PERSON_0000000300,PERSON_0000000087
PERSON_0000000300,PERSON_0000000121
PERSON_0000000553,PERSON_0000000829
PERSON_0000000553,PERSON_0000000894
PERSON_0000000553,PERSON_0000000793
PERSON_0000000553,PERSON_0000000987
PERSON_0000000553,PERSON_0000000941
PERSON_0000000553,PERSON_0000000753
PERSON_0000000553,PERSON_0000000558
PERSON_0000000553,PERSON_0000000727
PERSON_0000000553,PERSON_0000000689
PERSON_0000000553,PERSON_0000000629
PERSON_0000000553,PERSON_0000000557
PERSON_0000000553,PERSON_0000000729
PERSON_0000000553,PERSON_0000000102
PERSON_0000000553,PERSON_0000000280
PERSON_0000000553,PERSON_0000000305
PERSON_0000000553,PERSON_0000000215
PERSON_0000000553,PERSON_0000000515
PERSON_0000000553,PERSON_0000000372
PERSON_0000000553,PERSON_0000000209
PERSON_0000000553,PERSON_0000000155
PERSON_0000000907,PERSON_0000000931
PERSON_0000000907,PERSON_0000000967
PERSON_0000000907,PERSON_0000000972
PERSON_0000000907,PERSON_0000000288
PERSON_0000000907,PERSON_0000000259
PERSON_0000000907,PERSON_0000000613
PERSON_0000000907,PERSON_0000000317
PERSON_0000000907,PERSON_0000000664
PERSON_0000000907,PERSON_0000000753
PERSON_0000000907,PERSON_0000000543
PERSON_0000000907,PERSON_0000000639
PERSON_0000000907,PERSON_0000000062
PERSON_0000000907,PERSON_0000000025
PERSON_0000000907,PERSON_0000000125
PERSON_0000000907,PERSON_0000000159
PERSON_0000000907,PERSON_0000000813
PERSON_0000000907,PERSON_0000000303
PERSON_0000000907,PERSON_0000000609
PERSON_0000000907,PERSON_0000000461
PERSON_0000000907,PERSON_0000000119
PERSON_0000000907,PERSON_0000000612
PERSON_0000000907,PERSON_0000000868
PERSON_0000000907,PERSON_0000000367
PERSON_0000000907,PERSON_0000000312
PERSON_0000000907,PERSON_0000000736
PERSON_0000000907,PERSON_0000000611
PERSON_0000000907,PERSON_0000000164
PERSON_0000000926,PERSON_0000000981
PERSON_0000000926,PERSON_0000000995
PERSON_0000000926,PERSON_0000000789
PERSON_0000000926,PERSON_0000000867
PERSON_0000000926,PERSON_0000000640
PERSON_0000000926,PERSON_0000000215
PERSON_0000000926,PERSON_0000000781
PERSON_0000000926,PERSON_0000000139
PERSON_0000000926,PERSON_0000000575
PERSON_0000000926,PERSON_0000000492
PERSON_0000000926,PERSON_0000000617
PERSON_0000000926,PERSON_0000000882
PERSON_0000000926,PERSON_0000000787
PERSON_0000000926,PERSON_0000000558
PERSON_0000000926,PERSON_0000000048
PERSON_0000000926,PERSON_0000000088
PERSON_0000000926,PERSON_0000000586
PERSON_0000000926,PERSON_0000000274
PERSON_0000000551,PERSON_0000000897
PERSON_0000000551,PERSON_0000000971
PERSON_0000000551,PERSON_0000000920
PERSON_0000000551,PERSON_0000000832
PERSON_0000000551,PERSON_0000000755
PERSON_0000000551,PERSON_0000000731
PERSON_0000000551,PERSON_0000000721
PERSON_0000000551,PERSON_0000000658
PERSON_0000000551,PERSON_0000000817
PERSON_0000000551,PERSON_0000000381
PERSON_0000000551,PERSON_0000000341
PERSON_0000000551,PERSON_0000000224
PERSON_0000000551,PERSON_0000000441
PERSON_0000000551,PERSON_0000000124
PERSON_0000000551,PERSON_0000000301
PERSON_0000000551,PERSON_0000000390
PERSON_0000000551,PERSON_0000000236
PERSON_0000000551,PERSON_0000000219
PERSON_0000000551,PERSON_0000000285
PERSON_0000000685,PERSON_0000000874
PERSON_0000000685,PERSON_0000000983
PERSON_0000000685,PERSON_0000000055
PERSON_0000000685,PERSON_0000000250
PERSON_0000000685,PERSON_0000000674
PERSON_0000000685,PERSON_0000000535
PERSON_0000000685,PERSON_0000000549
PERSON_0000000685,PERSON_0000000609
PERSON_0000000685,PERSON_0000000223
PERSON_0000000685,PERSON_0000000608
PERSON_0000000685,PERSON_0000000030
PERSON_0000000685,PERSON_0000000662
PERSON_0000000685,PERSON_0000000418
PERSON_0000000685,PERSON_0000000516
PERSON_0000000685,PERSON_0000000187
PERSON_0000000685,PERSON_0000000521
PERSON_0000000685,PERSON_0000000061
PERSON_0000000743,PERSON_0000000898
PERSON_0000000743,PERSON_0000000954
PERSON_0000000743,PERSON_0000000934
PERSON_0000000743,PERSON_0000000904
PERSON_0000000743,PERSON_0000000877
PERSON_0000000743,PERSON_0000000754
PERSON_0000000743,PERSON_0000000837
PERSON_0000000743,PERSON_0000000821
PERSON_0000000743,PERSON_0000000764
PERSON_0000000743,PERSON_0000000755
PERSON_0000000743,PERSON_0000000856
PERSON_0000000743,PERSON_0000000206
PERSON_0000000743,PERSON_0000000507
PERSON_0000000743,PERSON_0000000482
PERSON_0000000743,PERSON_0000000104
PERSON_0000000743,PERSON_0000000214
PERSON_0000000743,PERSON_0000000387
PERSON_0000000743,PERSON_0000000461
PERSON_0000000743,PERSON_0000000073
PERSON_0000000743,PERSON_0000000040
PERSON_0000000743,PERSON_0000000728
PERSON_0000000743,PERSON_0000000527
PERSON_0000000743,PERSON_0000000359
PERSON_0000000743,PERSON_0000000307
PERSON_0000000743,PERSON_0000000585
PERSON_0000000743,PERSON_0000000289
PERSON_0000000743,PERSON_0000000265
PERSON_0000000743,PERSON_0000000398
PERSON_0000000688,PERSON_0000000973
PERSON_0000000688,PERSON_0000000860
PERSON_0000000688,PERSON_0000000918
PERSON_0000000688,PERSON_0000000769
PERSON_0000000688,PERSON_0000000776
PERSON_0000000688,PERSON_0000000144
PERSON_0000000688,PERSON_0000000431
PERSON_0000000688,PERSON_0000000001
PERSON_0000000688,PERSON_0000000360
PERSON_0000000688,PERSON_0000000215
PERSON_0000000688,PERSON_0000000314
PERSON_0000000688,PERSON_0000000333
PERSON_0000000688,PERSON_0000000611
PERSON_0000000688,PERSON_0000000061
PERSON_0000000880,PERSON_0000000750
PERSON_0000000880,PERSON_0000000402
PERSON_0000000880,PERSON_0000000879
PERSON_0000000880,PERSON_0000000587
PERSON_0000000880,PERSON_0000000071
PERSON_0000000880,PERSON_0000000646
PERSON_0000000880,PERSON_0000000583
PERSON_0000000880,PERSON_0000000104
PERSON_0000000880,PERSON_0000000230
PERSON_0000000880,PERSON_0000000435
PERSON_0000000880,PERSON_0000000238
PERSON_0000000880,PERSON_0000000655
PERSON_0000000880,PERSON_0000000458
PERSON_0000000880,PERSON_0000000641
PERSON_0000000880,PERSON_0000000849
PERSON_0000000880,PERSON_0000000368
PERSON_0000000880,PERSON_0000000598
PERSON_0000000880,PERSON_0000000622
PERSON_0000000880,PERSON_0000000284
PERSON_0000000880,PERSON_0000000380
PERSON_0000000880,PERSON_0000000011
PERSON_0000000880,PERSON_0000000557
PERSON_0000000374,PERSON_0000000962
PERSON_0000000374,PERSON_0000000952
PERSON_0000000374,PERSON_0000000891
PERSON_0000000374,PERSON_0000000827
PERSON_0000000374,PERSON_0000000714
PERSON_0000000374,PERSON_0000000661
PERSON_0000000374,PERSON_0000000675
PERSON_0000000374,PERSON_0000000589
PERSON_0000000374,PERSON_0000000574
PERSON_0000000374,PERSON_0000000540
PERSON_0000000374,PERSON_0000000468
PERSON_0000000374,PERSON_0000000464
PERSON_0000000374,PERSON_0000000460
PERSON_0000000374,PERSON_0000000645
PERSON_0000000374,PERSON_0000000059
PERSON_0000000989,PERSON_0000000852
PERSON_0000000989,PERSON_0000000915
PERSON_0000000989,PERSON_0000000868
PERSON_0000000989,PERSON_0000000528
PERSON_0000000989,PERSON_0000000143
PERSON_0000000989,PERSON_0000000452
PERSON_0000000989,PERSON_0000000459
PERSON_0000000989,PERSON_0000000080
PERSON_0000000989,PERSON_0000000616
PERSON_0000000989,PERSON_0000000630
PERSON_0000000989,PERSON_0000000264
PERSON_0000000989,PERSON_0000000051
PERSON_0000000989,PERSON_0000000300
PERSON_0000000989,PERSON_0000000679
PERSON_0000000989,PERSON_0000000446
PERSON_0000000989,PERSON_0000000684
PERSON_0000000989,PERSON_0000000515
PERSON_0000000989,PERSON_0000000333
PERSON_0000000989,PERSON_0000000517
PERSON_0000000989,PERSON_0000000524
PERSON_0000000989,PERSON_0000000034
PERSON_0000000390,PERSON_0000000753
PERSON_0000000390,PERSON_0000000717
PERSON_0000000390,PERSON_0000000948
PERSON_0000000390,PERSON_0000000860
PERSON_0000000390,PERSON_0000000712
PERSON_0000000390,PERSON_0000000679
PERSON_0000000390,PERSON_0000000627
PERSON_0000000390,PERSON_0000000551
PERSON_0000000390,PERSON_0000000550
PERSON_0000000390,PERSON_0000000476
